"id"	"name"	"count"	"npc_templateid"	"group_id"	"locx"	"locy"	"randomx"	"randomy"	"locx1"	"locy1"	"locx2"	"locy2"	"heading"	"min_respawn_delay"	"max_respawn_delay"	"mapid"	"respawn_screen"	"movement_distance"	"rest"	"near_spawn"
"100"	"Rabbit"	"1"	"45010"	"0"	"33194"	"33488"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"102"	"Rabbit"	"1"	"45010"	"0"	"33275"	"33467"	"0"	"0"	"0"	"0"	"0"	"0"	"7"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"104"	"Rabbit"	"1"	"45010"	"0"	"33269"	"33421"	"0"	"0"	"0"	"0"	"0"	"0"	"7"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"106"	"Rabbit"	"1"	"45010"	"0"	"33214"	"33354"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"108"	"Rabbit"	"1"	"45010"	"0"	"33198"	"33323"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"110"	"Rabbit"	"1"	"45010"	"0"	"33199"	"33290"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"112"	"Rabbit"	"1"	"45010"	"0"	"33198"	"33213"	"0"	"0"	"0"	"0"	"0"	"0"	"7"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"114"	"Rabbit"	"1"	"45010"	"0"	"33196"	"33173"	"0"	"0"	"0"	"0"	"0"	"0"	"7"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"116"	"Rabbit"	"1"	"45010"	"0"	"33160"	"33138"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"118"	"Rabbit"	"1"	"45010"	"0"	"33124"	"33189"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"120"	"Rabbit"	"1"	"45010"	"0"	"33119"	"33213"	"0"	"0"	"0"	"0"	"0"	"0"	"7"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"122"	"Rabbit"	"1"	"45010"	"0"	"33659"	"33210"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"124"	"Rabbit"	"1"	"45010"	"0"	"33664"	"33245"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"126"	"Rabbit"	"1"	"45010"	"0"	"33694"	"33268"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"128"	"Rabbit"	"1"	"45010"	"0"	"33750"	"33305"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"130"	"Rabbit"	"1"	"45010"	"0"	"33763"	"33332"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"132"	"Rabbit"	"1"	"45010"	"0"	"33853"	"33387"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"134"	"Rabbit"	"1"	"45010"	"0"	"33832"	"33449"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"136"	"Rabbit"	"1"	"45010"	"0"	"34004"	"33224"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"138"	"Rabbit"	"1"	"45010"	"0"	"33978"	"33289"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"144"	"Rabbit"	"1"	"45010"	"0"	"33879"	"33354"	"0"	"0"	"0"	"0"	"0"	"0"	"7"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"146"	"Rabbit"	"1"	"45010"	"0"	"33886"	"33259"	"0"	"0"	"0"	"0"	"0"	"0"	"7"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"148"	"Rabbit"	"1"	"45010"	"0"	"34008"	"33142"	"0"	"0"	"0"	"0"	"0"	"0"	"7"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"150"	"Rabbit"	"1"	"45010"	"0"	"34020"	"33117"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"152"	"Rabbit"	"1"	"45010"	"0"	"34067"	"33143"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"154"	"Rabbit"	"1"	"45010"	"0"	"34118"	"33134"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"162"	"Rabbit"	"1"	"45010"	"0"	"33446"	"32730"	"0"	"0"	"0"	"0"	"0"	"0"	"7"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"164"	"Rabbit"	"1"	"45010"	"0"	"33440"	"32649"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"166"	"Rabbit"	"1"	"45010"	"0"	"33389"	"32675"	"0"	"0"	"0"	"0"	"0"	"0"	"4"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"168"	"Rabbit"	"1"	"45010"	"0"	"33358"	"32662"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"170"	"Rabbit"	"1"	"45010"	"0"	"33323"	"32736"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"172"	"Rabbit"	"1"	"45010"	"0"	"33493"	"32781"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"180"	"Rabbit"	"1"	"45010"	"0"	"33081"	"33327"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"184"	"Rabbit"	"1"	"45010"	"0"	"32654"	"32434"	"0"	"0"	"0"	"0"	"0"	"0"	"7"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"186"	"Rabbit"	"1"	"45010"	"0"	"32648"	"32398"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"188"	"Rabbit"	"1"	"45010"	"0"	"32592"	"32367"	"0"	"0"	"0"	"0"	"0"	"0"	"7"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"190"	"Rabbit"	"1"	"45010"	"0"	"32557"	"32356"	"0"	"0"	"0"	"0"	"0"	"0"	"7"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"192"	"Rabbit"	"1"	"45010"	"0"	"32594"	"32410"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"194"	"Rabbit"	"1"	"45010"	"0"	"32610"	"32484"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"196"	"Rabbit"	"1"	"45010"	"0"	"32671"	"32504"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"198"	"Rabbit"	"1"	"45010"	"0"	"32709"	"32505"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"200"	"Rabbit"	"1"	"45010"	"0"	"32683"	"32481"	"0"	"0"	"0"	"0"	"0"	"0"	"7"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"202"	"Rabbit"	"1"	"45010"	"0"	"32797"	"32347"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"204"	"Rabbit"	"1"	"45010"	"0"	"32841"	"32358"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"206"	"Rabbit"	"1"	"45010"	"0"	"32816"	"32432"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"208"	"Rabbit"	"1"	"45010"	"0"	"32808"	"32462"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"210"	"Rabbit"	"1"	"45010"	"0"	"32841"	"32481"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"212"	"Rabbit"	"1"	"45010"	"0"	"32786"	"32510"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"214"	"Rabbit"	"1"	"45010"	"0"	"32762"	"32489"	"0"	"0"	"0"	"0"	"0"	"0"	"7"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"216"	"Rabbit"	"1"	"45010"	"0"	"32693"	"32477"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"218"	"Rabbit"	"1"	"45010"	"0"	"32695"	"32380"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"220"	"Rabbit"	"1"	"45010"	"0"	"32709"	"32310"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"222"	"Rabbit"	"1"	"45010"	"0"	"32701"	"32258"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"224"	"Rabbit"	"1"	"45010"	"0"	"32650"	"32294"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"228"	"Rabbit"	"1"	"45010"	"0"	"33088"	"33452"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"230"	"Rabbit"	"1"	"45010"	"0"	"32885"	"32783"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"232"	"Rabbit"	"1"	"45010"	"0"	"32863"	"32815"	"0"	"0"	"0"	"0"	"0"	"0"	"4"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"234"	"Rabbit"	"1"	"45010"	"0"	"32900"	"32795"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"236"	"Rabbit"	"1"	"45010"	"0"	"32905"	"32758"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"238"	"Rabbit"	"1"	"45010"	"0"	"32941"	"32788"	"0"	"0"	"0"	"0"	"0"	"0"	"4"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"240"	"Rabbit"	"1"	"45010"	"0"	"32970"	"32783"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"242"	"Rabbit"	"1"	"45010"	"0"	"32946"	"32828"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"244"	"Rabbit"	"1"	"45010"	"0"	"32934"	"32857"	"0"	"0"	"0"	"0"	"0"	"0"	"4"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"246"	"Rabbit"	"1"	"45010"	"0"	"32962"	"32902"	"0"	"0"	"0"	"0"	"0"	"0"	"4"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"248"	"Rabbit"	"1"	"45010"	"0"	"32654"	"32804"	"0"	"0"	"0"	"0"	"0"	"0"	"4"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"250"	"Rabbit"	"1"	"45010"	"0"	"32674"	"32812"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"252"	"Rabbit"	"1"	"45010"	"0"	"32730"	"32822"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"254"	"Rabbit"	"1"	"45010"	"0"	"32721"	"32840"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"256"	"Rabbit"	"1"	"45010"	"0"	"32698"	"32833"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"258"	"Rabbit"	"1"	"45010"	"0"	"32664"	"32830"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"260"	"Rabbit"	"1"	"45010"	"0"	"32644"	"32805"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"262"	"Rabbit"	"1"	"45010"	"0"	"32684"	"32827"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"264"	"Rabbit"	"1"	"45010"	"0"	"32704"	"32855"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"266"	"Rabbit"	"1"	"45010"	"0"	"32651"	"32866"	"0"	"0"	"0"	"0"	"0"	"0"	"4"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"268"	"Rabbit"	"1"	"45010"	"0"	"32611"	"32829"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"270"	"Rabbit"	"1"	"45010"	"0"	"32592"	"32849"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"272"	"Rabbit"	"1"	"45010"	"0"	"32574"	"32832"	"0"	"0"	"0"	"0"	"0"	"0"	"4"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"274"	"Rabbit"	"1"	"45010"	"0"	"32566"	"32790"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"276"	"Rabbit"	"1"	"45010"	"0"	"32581"	"32787"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"280"	"Rabbit"	"1"	"45010"	"0"	"32585"	"32662"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"282"	"Rabbit"	"1"	"45010"	"0"	"32590"	"32633"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"284"	"Rabbit"	"1"	"45010"	"0"	"32650"	"32625"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"286"	"Rabbit"	"1"	"45010"	"0"	"32672"	"32690"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"288"	"Rabbit"	"1"	"45010"	"0"	"32681"	"32711"	"0"	"0"	"0"	"0"	"0"	"0"	"4"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"290"	"Rabbit"	"1"	"45010"	"0"	"32655"	"32722"	"0"	"0"	"0"	"0"	"0"	"0"	"4"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"292"	"Rabbit"	"1"	"45010"	"0"	"32686"	"32721"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"296"	"Rabbit"	"1"	"45010"	"0"	"32666"	"32864"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"298"	"Rabbit"	"1"	"45010"	"0"	"32690"	"32885"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"300"	"Rabbit"	"1"	"45010"	"0"	"32718"	"32874"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"302"	"Rabbit"	"1"	"45010"	"0"	"32737"	"32864"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"304"	"Rabbit"	"1"	"45010"	"0"	"32733"	"32893"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"306"	"Rabbit"	"1"	"45010"	"0"	"32655"	"32960"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"308"	"Rabbit"	"1"	"45010"	"0"	"32641"	"32938"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"310"	"Rabbit"	"1"	"45010"	"0"	"32619"	"32888"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"312"	"Rabbit"	"1"	"45010"	"0"	"32605"	"32851"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"314"	"Rabbit"	"1"	"45010"	"0"	"33249"	"33450"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"316"	"Rabbit"	"1"	"45010"	"0"	"33252"	"33435"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"318"	"Rabbit"	"1"	"45010"	"0"	"33258"	"33411"	"0"	"0"	"0"	"0"	"0"	"0"	"7"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"320"	"Rabbit"	"1"	"45010"	"0"	"33249"	"33378"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"322"	"Rabbit"	"1"	"45010"	"0"	"33232"	"33337"	"0"	"0"	"0"	"0"	"0"	"0"	"7"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"324"	"Rabbit"	"1"	"45010"	"0"	"33198"	"33298"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"326"	"Rabbit"	"1"	"45010"	"0"	"33249"	"33227"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"328"	"Rabbit"	"1"	"45010"	"0"	"33230"	"33189"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"330"	"Rabbit"	"1"	"45010"	"0"	"33225"	"33155"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"332"	"Rabbit"	"1"	"45010"	"0"	"33199"	"33145"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"334"	"Rabbit"	"1"	"45010"	"0"	"33179"	"33163"	"0"	"0"	"0"	"0"	"0"	"0"	"4"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"336"	"Rabbit"	"1"	"45010"	"0"	"33141"	"33175"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"338"	"Rabbit"	"1"	"45010"	"0"	"33107"	"33156"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"340"	"Rabbit"	"1"	"45010"	"0"	"33084"	"33177"	"0"	"0"	"0"	"0"	"0"	"0"	"7"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"342"	"Rabbit"	"1"	"45010"	"0"	"33078"	"33213"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"344"	"Rabbit"	"1"	"45010"	"0"	"33051"	"33285"	"0"	"0"	"0"	"0"	"0"	"0"	"4"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"346"	"Rabbit"	"1"	"45010"	"0"	"33028"	"33187"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"348"	"Rabbit"	"1"	"45010"	"0"	"33020"	"33101"	"0"	"0"	"0"	"0"	"0"	"0"	"6"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"350"	"Rabbit"	"1"	"45010"	"0"	"32919"	"33085"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"352"	"Rabbit"	"1"	"45012"	"0"	"33048"	"33430"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"356"	"Rabbit"	"1"	"45012"	"0"	"33234"	"33470"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"358"	"Rabbit"	"1"	"45012"	"0"	"33259"	"33478"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"360"	"Rabbit"	"1"	"45012"	"0"	"33671"	"33225"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"362"	"Rabbit"	"1"	"45012"	"0"	"33960"	"33262"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"368"	"Rabbit"	"1"	"45012"	"0"	"33912"	"33248"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"370"	"Rabbit"	"1"	"45012"	"0"	"33966"	"33235"	"0"	"0"	"0"	"0"	"0"	"0"	"7"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"372"	"Rabbit"	"1"	"45012"	"0"	"33965"	"33195"	"0"	"0"	"0"	"0"	"0"	"0"	"7"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"374"	"Rabbit"	"1"	"45012"	"0"	"33991"	"33170"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"376"	"Rabbit"	"1"	"45012"	"0"	"34069"	"33133"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"378"	"Rabbit"	"1"	"45012"	"0"	"34096"	"33161"	"0"	"0"	"0"	"0"	"0"	"0"	"7"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"384"	"Rabbit"	"1"	"45012"	"0"	"33421"	"32743"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"386"	"Rabbit"	"1"	"45012"	"0"	"33470"	"32698"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"388"	"Rabbit"	"1"	"45012"	"0"	"33466"	"32664"	"0"	"0"	"0"	"0"	"0"	"0"	"7"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"390"	"Rabbit"	"1"	"45012"	"0"	"33352"	"32686"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"396"	"Rabbit"	"1"	"45012"	"0"	"33060"	"32804"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"399"	"Rabbit"	"1"	"45012"	"0"	"33052"	"33352"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"400"	"Rabbit"	"1"	"45012"	"0"	"32579"	"32338"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
"402"	"Rabbit"	"1"	"45012"	"0"	"32636"	"32472"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"60"	"120"	"4"	"0"	"0"	"0"	"0"
