"npc_id"	"id"	"item_id"	"memo"	"count"	"enchant"	"selling_price"	"purchasing_price"
"4000005"	"5"	"222300"	"BanaaRepublic"	"10"	"0"	"4500000"	"-1"
"4000005"	"6"	"222303"	"BanaaRepublic"	"10"	"0"	"4400000"	"-1"
"4000005"	"7"	"222301"	"BanaaRepublic"	"10"	"0"	"4500000"	"-1"
"4000005"	"8"	"222302"	"BanaaRepublic"	"10"	"0"	"4500000"	"-1"
"4000015"	"8"	"222328"	"Murphy"	"1"	"5"	"15000000"	"-1"
"4000060"	"3"	"40255"	"Bodyguard"	"1"	"0"	"1500000"	"-1"
"4000060"	"4"	"40258"	"Bodyguard"	"1"	"0"	"1500000"	"-1"
"4000058"	"4"	"830004"	"Perish"	"400"	"0"	"120000"	"-1"
"4000058"	"5"	"830005"	"Perish"	"400"	"0"	"190000"	"-1"
"4000058"	"6"	"830006"	"Perish"	"400"	"0"	"240000"	"-1"
"4000058"	"7"	"830007"	"Perish"	"400"	"0"	"270000"	"-1"
"4000058"	"8"	"830008"	"Perish"	"400"	"0"	"350000"	"-1"
"4000040"	"8"	"202001"	"Gaiden"	"1"	"7"	"9500000"	"-1"
"4000041"	"8"	"222328"	"Amazon"	"1"	"5"	"14500000"	"-1"
"4000046"	"5"	"40225"	"Salt"	"1"	"0"	"3000000"	"-1"
"4000046"	"6"	"40224"	"Salt"	"1"	"0"	"10000000"	"-1"
"4000001"	"4"	"31096"	"Auxiliary"	"99999"	"0"	"120000"	"-1"
"4000037"	"3"	"37076"	"Wallgreen"	"10"	"0"	"24000000"	"-1"
"4000035"	"3"	"37051"	"Tank"	"10"	"0"	"5250000"	"-1"
"4000039"	"2"	"222324"	"STR"	"1"	"5"	"9500000"	"-1"
"4000039"	"3"	"222324"	"STR"	"1"	"5"	"9500000"	"-1"
"4000039"	"4"	"222324"	"STR"	"1"	"5"	"9500000"	"-1"
"4000010"	"6"	"202001"	"American Eagle"	"1"	"7"	"9500000"	"-1"
"4000010"	"7"	"1135"	"American Eagle"	"1"	"7"	"9500000"	"-1"
"4000010"	"8"	"603"	"American Eagle"	"1"	"7"	"7500000"	"-1"
"4000026"	"6"	"20233"	"Nari"	"1"	"7"	"2150000"	"-1"
"4000042"	"6"	"20058"	"UDT"	"1"	"5"	"1750000"	"-1"
